Taxon id;Global sorteringsordning;Vetenskapligt namn;Auktor;Svenskt namn;Taxonstatus;Taxonkategori;Svensk förekomst;Svensk invandringshistoria;Rike;Fylum;Klass;Ordning;Familj;Släkte;Småart;Art;Andra identifierare;Andra vetenskapliga namn;Andra svenska namn;Andra namn;Webbadress
1008688;56384;Odobenus;Brisson, 1762;;Accepterat;Släkte;;;Animalia;Chordata;Mammalia;Carnivora;Odobenidae;;;;GUID: urn:lsid:marinespecies.org:taxname:137005, Id för taxonid.org: 81e2de;;;;https://dyntaxa.se/taxon/1008688
233176;56385;Odobenus rosmarus;(Linnaeus, 1758);valross;Accepterat;Art;Tillfällig, ej reproducerande;Spontan;Animalia;Chordata;Mammalia;Carnivora;Odobenidae;Odobenus;;;GUID: urn:lsid:marinespecies.org:taxname:137077, Id för taxonid.org: f4510f;phoca rosmarus;;;https://dyntaxa.se/taxon/233176
2002159;56386;Phocidae;Gray, 1821;öronlösa sälar;Accepterat;Familj;;;Animalia;Chordata;Mammalia;Carnivora;;;;;GUID: urn:lsid:marinespecies.org:taxname:136976,urn:lsid:marinespecies.org:taxname:148736, Id för taxonid.org: f9b7b8;pinnipedia;säldjur;;https://dyntaxa.se/taxon/2002159
1001653;56387;Phoca;Linnaeus, 1758;;Accepterat;Släkte;;;Animalia;Chordata;Mammalia;Carnivora;Phocidae;;;;GUID: urn:lsid:marinespecies.org:taxname:137010, Id för taxonid.org: 5502b5;;;;https://dyntaxa.se/taxon/1001653
102708;56388;Phoca vitulina;Linnaeus, 1758;knubbsäl;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Phoca;;;GUID: urn:lsid:marinespecies.org:taxname:137084, Id för taxonid.org: 9a4896;;;;https://dyntaxa.se/taxon/102708
100105;56389;Phoca vitulina (Baltic population);;knubbsäl (östersjöpopulationen);Accepterat;Population;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Phoca;;Phoca vitulina;;phoca vitulina (östersjöpopulationen);knubbsäl (östersjöbestånd);;https://dyntaxa.se/taxon/100105
1001654;56390;Halichoerus;Nilsson, 1820;;Accepterat;Släkte;;;Animalia;Chordata;Mammalia;Carnivora;Phocidae;;;;GUID: urn:lsid:marinespecies.org:taxname:137008, Id för taxonid.org: a78837;;;;https://dyntaxa.se/taxon/1001654
100068;56391;Halichoerus grypus;(O.Fabricius, 1791);gråsäl;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Halichoerus;;;GUID: urn:lsid:marinespecies.org:taxname:137080, Id för taxonid.org: e456e9;phoca halichoerus, halichoerus griseus, phoca grypus;;;https://dyntaxa.se/taxon/100068
263710;56392;Halichoerus grypus grypus;(Fabricius, 1791);;Accepterat;Underart;Tillfällig, ej reproducerande;Passivt införd och bofast före år 1800;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Halichoerus;;Halichoerus grypus;Id för taxonid.org: 445f84;halichoerus grypus halichoerus, halichoerus grypus var. atlantica;;;https://dyntaxa.se/taxon/263710
263711;56393;Halichoerus grypus macrorhynchus;Hornschuch & Schilling, 1851;;Accepterat;Underart;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Halichoerus;;Halichoerus grypus;Id för taxonid.org: 67a08e;halichoerus grypus balticus, halichoerus grypus var. baltica, halichoerus macrorhynchus, halichoerus pachyrhynchus;;;https://dyntaxa.se/taxon/263711
1012702;56394;Pagophilus;Gray, 1844;;Accepterat;Släkte;;;Animalia;Chordata;Mammalia;Carnivora;Phocidae;;;;GUID: urn:lsid:marinespecies.org:taxname:159018, Id för taxonid.org: 340b7a;;;;https://dyntaxa.se/taxon/1012702
246082;56395;Pagophilus groenlandicus;(Erxsleben, 1777);grönlandssäl;Accepterat;Art;Tillfällig, ej reproducerande;Spontan;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Pagophilus;;;GUID: urn:lsid:marinespecies.org:taxname:159019, Id för taxonid.org: 9ced4b;phoca groenlandica;;;https://dyntaxa.se/taxon/246082
1012705;56396;Erignathus;Gill, 1866;;Accepterat;Släkte;;;Animalia;Chordata;Mammalia;Carnivora;Phocidae;;;;GUID: urn:lsid:marinespecies.org:taxname:137007, Id för taxonid.org: b573a1;;;;https://dyntaxa.se/taxon/1012705
246126;56397;Erignathus barbatus;(Erxsleben, 1777);storsäl;Accepterat;Art;Tillfällig, ej reproducerande;Spontan;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Erignathus;;;GUID: urn:lsid:marinespecies.org:taxname:137079, Id för taxonid.org: bbaca3;phoca barbata;;;https://dyntaxa.se/taxon/246126
1016571;56398;Pusa;Scopoli, 1771;;Accepterat;Släkte;;;Animalia;Chordata;Mammalia;Carnivora;Phocidae;;;;GUID: urn:lsid:marinespecies.org:taxname:159020, Id för taxonid.org: 98556d;;;;https://dyntaxa.se/taxon/1016571
100104;56399;Pusa hispida;(Schreber, 1775);vikare;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Pusa;;;GUID: urn:lsid:marinespecies.org:taxname:159021, Id för taxonid.org: b28073;phoca hispida;vikarsäl;;https://dyntaxa.se/taxon/100104
6003882;56400;Pusa hispida botnica;(Gmelin, 1788);östersjövikare;Accepterat;Underart;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Pusa;;Pusa hispida;Id för taxonid.org: 6ac47d;phoca hispida botnica, phoca vitulina botnica, phoca vitulina var. botnica;;Engelskt: baltic ringed seal, Finskt: itämerennorppa;https://dyntaxa.se/taxon/6003882
6003380;56401;Procyonidae;Gray, 1825;halvbjörnar;Accepterat;Familj;;;Animalia;Chordata;Mammalia;Carnivora;;;;;GUID: urn:lsid:faunaeur.org:taxname:12637, Id för taxonid.org: 67a2af;;;;https://dyntaxa.se/taxon/6003380
6003381;56402;Procyon;Storr, 1780;;Accepterat;Släkte;;;Animalia;Chordata;Mammalia;Carnivora;Procyonidae;;;;GUID: urn:lsid:faunaeur.org:taxname:305354, Id för taxonid.org: 731fab;;;;https://dyntaxa.se/taxon/6003381
6003382;56403;Procyon lotor;(Linnaeus, 1758);tvättbjörn;Accepterat;Art;Tillfällig, ej reproducerande;Passivt införd efter år 1800;Animalia;Chordata;Mammalia;Carnivora;Procyonidae;Procyon;;;GUID: urn:lsid:faunaeur.org:taxname:305355, Id för taxonid.org: 1afba9;ursus lotor;;;https://dyntaxa.se/taxon/6003382
6007826;56404;Nasua;Storr, 1780;;Accepterat;Släkte;;;Animalia;Chordata;Mammalia;Carnivora;Procyonidae;;;;Id för taxonid.org: 79f799;;;;https://dyntaxa.se/taxon/6007826
6007827;56405;Nasua nasua s.lat.;(Linnaeus, 1766);vanlig näsbjörn;Accepterat;Kollektivtaxon;Ej påträffad;;Animalia;Chordata;Mammalia;Carnivora;Procyonidae;Nasua;;;Id för taxonid.org: 413e5e;viverra nasua, nasua nasua;röd näsbjörn, ringsvansad näsbjörn;Engelskt: south american coati;https://dyntaxa.se/taxon/6007827
2002155;56406;Ursidae;Fischer von Waldheim, 1817;björnar;Accepterat;Familj;;;Animalia;Chordata;Mammalia;Carnivora;;;;;GUID: urn:lsid:marinespecies.org:taxname:136977, Id för taxonid.org: 1b5b8a;;;;https://dyntaxa.se/taxon/2002155
1001642;56407;Ursus;Linnaeus, 1758;;Accepterat;Släkte;;;Animalia;Chordata;Mammalia;Carnivora;Ursidae;;;;GUID: urn:lsid:marinespecies.org:taxname:137011, Id för taxonid.org: c23f2e;;;;https://dyntaxa.se/taxon/1001642
100145;56408;Ursus arctos;Linnaeus, 1758;brunbjörn;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Ursus;;;GUID: urn:lsid:faunaeur.org:taxname:305356, Id för taxonid.org: cdc8bf;;björn;Engelskt: brown bear;https://dyntaxa.se/taxon/100145
6008221;56409;Ursus arctos arctos;Linnaeus, 1758;europeisk brunbjörn;Accepterat;Underart;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Ursus;;Ursus arctos;Id för taxonid.org: 41bf87;;;Engelskt: eurasian brown bear;https://dyntaxa.se/taxon/6008221
2002157;56410;Pinnipedia;;säldjur;Ej accepterat;Underordning;;;Animalia;Chordata;Mammalia;Carnivora;;;;;GUID: urn:lsid:marinespecies.org:taxname:148736;;;;https://dyntaxa.se/taxon/2002157
3000299;56411;Chiroptera;Blumenbach, 1779;fladdermöss;Accepterat;Ordning;;;Animalia;Chordata;Mammalia;;;;;;GUID: urn:lsid:faunaeur.org:taxname:12623, Id för taxonid.org: 012a14;;;;https://dyntaxa.se/taxon/3000299
6010511;56412;Vespertilionoidea;Gray, 1821;;Accepterat;Underordning;;;Animalia;Chordata;Mammalia;Chiroptera;;;;;;;;;https://dyntaxa.se/taxon/6010511
2002140;56413;Vespertilionidae;Gray, 1821;läderlappar;Accepterat;Familj;;;Animalia;Chordata;Mammalia;Chiroptera;;;;;GUID: urn:lsid:faunaeur.org:taxname:12628, Id för taxonid.org: 9ec0b3;;;;https://dyntaxa.se/taxon/2002140
1001625;56414;Barbastella;Gray, 1821;;Accepterat;Släkte;;;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;;;;GUID: urn:lsid:faunaeur.org:taxname:305393, Id för taxonid.org: 42d79c;;;;https://dyntaxa.se/taxon/1001625
100015;56415;Barbastella barbastellus;(Schreber, 1774);barbastell;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Barbastella;;;GUID: urn:lsid:faunaeur.org:taxname:305394, Id för taxonid.org: ba3ee8;vespertilio barbastellus;;;https://dyntaxa.se/taxon/100015
1001623;56416;Eptesicus;Rafinesque, 1820;;Accepterat;Släkte;;;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;;;;GUID: urn:lsid:faunaeur.org:taxname:305396, Id för taxonid.org: bc9157;;;;https://dyntaxa.se/taxon/1001623
205998;56417;Eptesicus nilssonii;(A.Keyserling & Blasius, 1839);nordfladdermus;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Eptesicus;;;GUID: urn:lsid:faunaeur.org:taxname:305399, Id för taxonid.org: 6c814d;eptesicus nilssoni, vespertilio nilssonii;nordisk fladdermus;;https://dyntaxa.se/taxon/205998
100051;56418;Eptesicus serotinus;(Schreber, 1774);sydfladdermus;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Eptesicus;;;GUID: urn:lsid:faunaeur.org:taxname:305400, Id för taxonid.org: 57dde4;vespertilio serotinus;;;https://dyntaxa.se/taxon/100051
1001620;56419;Myotis;Kaup, 1829;;Accepterat;Släkte;;;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;;;;GUID: urn:lsid:faunaeur.org:taxname:305405, Id för taxonid.org: e011d6;;;;https://dyntaxa.se/taxon/1001620
262167;56420;Myotis alcathoe;von Helversen & Heller, 2001;nymffladdermus;Accepterat;Art;Påträffad, okänt om reproducerande;Spontan;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis;;;GUID: urn:lsid:faunaeur.org:taxname:305406, Id för taxonid.org: 9a0da7;;;;https://dyntaxa.se/taxon/262167
100085;56421;Myotis bechsteinii;(Kuhl, 1817);Bechsteins fladdermus;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis;;;GUID: urn:lsid:faunaeur.org:taxname:305408, Id för taxonid.org: c126c4;myotis bechsteini, vespertilio bechsteinii;;;https://dyntaxa.se/taxon/100085
205988;56422;Myotis brandtii;(Eversmann, 1845);tajgafladdermus;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis;;;GUID: urn:lsid:faunaeur.org:taxname:305412, Id för taxonid.org: 31977c;myotis brandti, vespertilio brandtii;brandts fladdermus, taigafladdermus;;https://dyntaxa.se/taxon/205988
100086;56423;Myotis dasycneme;(F.Boie, 1825);dammfladdermus;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis;;;GUID: urn:lsid:faunaeur.org:taxname:305416, Id för taxonid.org: a93408;vespertilio dasycneme;;;https://dyntaxa.se/taxon/100086
205992;56424;Myotis daubentonii;(Kuhl, 1817);vattenfladdermus;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis;;;GUID: urn:lsid:faunaeur.org:taxname:305417, Id för taxonid.org: 6c49c2;myotis daubentoni, vespertilio daubentonii;;;https://dyntaxa.se/taxon/205992
205991;56425;Myotis myotis;(Borkhausen, 1797);större musöra;Accepterat;Art;Påträffad, okänt om reproducerande;Spontan;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis;;;GUID: urn:lsid:faunaeur.org:taxname:305419, Id för taxonid.org: 369ff7;vespertilio myotis;;;https://dyntaxa.se/taxon/205991
102102;56426;Myotis mystacinus;(Kuhl, 1817);mustaschfladdermus;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis;;;GUID: urn:lsid:faunaeur.org:taxname:305420, Id för taxonid.org: 19cc8d;vespertilio mystacinus;;;https://dyntaxa.se/taxon/102102
232474;56427;Myotis mystacinus/brandtii;;mustaschfladdermus/tajgafladdermus;Accepterat;Artkomplex;;;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis;;;;;mustaschfladdermus/taigafladdermus;;https://dyntaxa.se/taxon/232474
100087;56428;Myotis nattereri;(Kuhl, 1817);fransfladdermus;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis;;;GUID: urn:lsid:faunaeur.org:taxname:305421, Id för taxonid.org: 58c785;vespertilio nattereri;;;https://dyntaxa.se/taxon/100087
1001622;56429;Nyctalus;Bowdich, 1825;;Accepterat;Släkte;;;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;;;;GUID: urn:lsid:faunaeur.org:taxname:305423, Id för taxonid.org: 8a68df;;;;https://dyntaxa.se/taxon/1001622
232266;56430;Nyctalus leisleri;(Kuhl, 1817);mindre brunfladdermus;Accepterat;Art;Påträffad, okänt om reproducerande;Spontan;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Nyctalus;;;GUID: urn:lsid:faunaeur.org:taxname:305426, Id för taxonid.org: 11b394;vespertilio leisleri;leislers fladdermus;;https://dyntaxa.se/taxon/232266
100092;56431;Nyctalus noctula;(Schreber, 1774);större brunfladdermus;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Nyctalus;;;GUID: urn:lsid:faunaeur.org:taxname:305429, Id för taxonid.org: 8bba3e;vespertilio noctula;stor fladdermus;;https://dyntaxa.se/taxon/100092
1001621;56432;Pipistrellus;Kaup, 1829;;Accepterat;Släkte;;;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;;;;GUID: urn:lsid:faunaeur.org:taxname:305430, Id för taxonid.org: 1b3248;;;;https://dyntaxa.se/taxon/1001621
6052025;56433;Pipistrellus kuhlii;(Kuhl, 1817);parkpipistrell;Accepterat;Art;Ej påträffad;;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Pipistrellus;;;;vespertilio kuhlii;kuhls fladdermus;;https://dyntaxa.se/taxon/6052025
100111;56434;Pipistrellus nathusii;(A.Keyserling & Bläsius, 1839);trollpipistrell;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Pipistrellus;;;GUID: urn:lsid:faunaeur.org:taxname:305433, Id för taxonid.org: 350e17;vespertilio nathusii, vesperugo nathusii;trollfladdermus;;https://dyntaxa.se/taxon/100111
205994;56435;Pipistrellus pipistrellus;(Schreber, 1774);sydpipistrell;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Pipistrellus;;;GUID: urn:lsid:faunaeur.org:taxname:305434, Id för taxonid.org: 087997;vespertilio pipistrellus;vanlig pipistrell, pipistrell;;https://dyntaxa.se/taxon/205994
205995;56436;Pipistrellus pygmaeus;(W.E.Leach, 1825);dvärgpipistrell;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Pipistrellus;;;GUID: urn:lsid:faunaeur.org:taxname:305435, Id för taxonid.org: 18741a;vespertilio pygmaeus;dvärgfladdermus;;https://dyntaxa.se/taxon/205995
1001626;56437;Plecotus;E.Geoffroy, 1818;;Accepterat;Släkte;;;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;;;;GUID: urn:lsid:faunaeur.org:taxname:305437, Id för taxonid.org: fbc118;;;;https://dyntaxa.se/taxon/1001626
206002;56438;Plecotus auritus;(Linnaeus, 1758);brunlångöra;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Plecotus;;;GUID: urn:lsid:faunaeur.org:taxname:305438, Id för taxonid.org: 4e78cb;vespertilio auritus;långörad fladdermus;;https://dyntaxa.se/taxon/206002
232267;56439;Plecotus austriacus;(J.B.Fischer, 1829);grålångöra;Accepterat;Art;Påträffad, okänt om reproducerande;Spontan;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Plecotus;;;GUID: urn:lsid:faunaeur.org:taxname:305441, Id för taxonid.org: 6f6940;vespertilio austriacus;grå långörad fladdermus;;https://dyntaxa.se/taxon/232267
1001624;56440;Vespertilio;Linnaeus, 1758;;Accepterat;Släkte;;;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;;;;GUID: urn:lsid:faunaeur.org:taxname:305387, Id för taxonid.org: aff025;;;;https://dyntaxa.se/taxon/1001624
206000;56441;Vespertilio murinus;Linnaeus, 1758;gråskimlig fladdermus;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Vespertilio;;;GUID: urn:lsid:faunaeur.org:taxname:305448, Id för taxonid.org: f7169b;;;;https://dyntaxa.se/taxon/206000
6326725;56442;Nyctalus/Eptesicus/Vespertilio;;;Accepterat;Pseudotaxon;;;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;;;;;;;;https://dyntaxa.se/taxon/6326725
6034825;56443;Eulipotyphla;Waddell & al., 1999;äkta insektsätare;Accepterat;Ordning;;;Animalia;Chordata;Mammalia;;;;;;GUID: urn:lsid:faunaeur.org:taxname:12618;insectivora, eulipotyphla, erinaceomorpha, soricomorpha;insektsätare;;https://dyntaxa.se/taxon/6034825
2002137;56444;Erinaceidae;G. Fischer, 1814;igelkottdjur;Accepterat;Familj;;;Animalia;Chordata;Mammalia;Eulipotyphla;;;;;GUID: urn:lsid:faunaeur.org:taxname:12622, Id för taxonid.org: b9b2fc;;;;https://dyntaxa.se/taxon/2002137
1001616;56445;Erinaceus;Linnaeus, 1758;;Accepterat;Släkte;;;Animalia;Chordata;Mammalia;Eulipotyphla;Erinaceidae;;;;GUID: urn:lsid:faunaeur.org:taxname:305450, Id för taxonid.org: 5e8715;;;;https://dyntaxa.se/taxon/1001616
100053;56446;Erinaceus europaeus;Linnaeus, 1758;igelkott;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Eulipotyphla;Erinaceidae;Erinaceus;;;GUID: urn:lsid:faunaeur.org:taxname:305459, Id för taxonid.org: 59de1d;;;;https://dyntaxa.se/taxon/100053
2002138;56447;Soricidae;G. Fischer, 1814;näbbmöss;Accepterat;Familj;;;Animalia;Chordata;Mammalia;Eulipotyphla;;;;;GUID: urn:lsid:faunaeur.org:taxname:12620, Id för taxonid.org: 61fc1e;;;;https://dyntaxa.se/taxon/2002138
1001619;56448;Neomys;Kaup, 1829;;Accepterat;Släkte;;;Animalia;Chordata;Mammalia;Eulipotyphla;Soricidae;;;;GUID: urn:lsid:faunaeur.org:taxname:305482, Id för taxonid.org: a9a6dc;;;;https://dyntaxa.se/taxon/1001619
205986;56449;Neomys fodiens;(Pennant, 1771);vattennäbbmus;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Eulipotyphla;Soricidae;Neomys;;;GUID: urn:lsid:faunaeur.org:taxname:305486, Id för taxonid.org: 809dae;sorex fodiens;;;https://dyntaxa.se/taxon/205986
1001618;56450;Sorex;Linnaeus, 1758;;Accepterat;Släkte;;;Animalia;Chordata;Mammalia;Eulipotyphla;Soricidae;;;;GUID: urn:lsid:faunaeur.org:taxname:305467, Id för taxonid.org: 1db2f6;;;;https://dyntaxa.se/taxon/1001618
205981;56451;Sorex araneus;Linnaeus, 1758;vanlig näbbmus;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Eulipotyphla;Soricidae;Sorex;;;GUID: urn:lsid:faunaeur.org:taxname:305490, Id för taxonid.org: 53b18a;;;;https://dyntaxa.se/taxon/205981
205985;56452;Sorex caecutiens;Laxmann, 1788;lappnäbbmus;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Eulipotyphla;Soricidae;Sorex;;;GUID: urn:lsid:faunaeur.org:taxname:305491, Id för taxonid.org: 4dc3b1;;;;https://dyntaxa.se/taxon/205985
102101;56453;Sorex isodon;Turov, 1924;tajganäbbmus;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Eulipotyphla;Soricidae;Sorex;;;GUID: urn:lsid:faunaeur.org:taxname:305500, Id för taxonid.org: 320a6f;sorex sinalis, sorex gravesi, sorex isodon;taiganäbbmus;;https://dyntaxa.se/taxon/102101
205983;56454;Sorex minutissimus;Zimmermann, 1780;mindre dvärgnäbbmus;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Eulipotyphla;Soricidae;Sorex;;;GUID: urn:lsid:faunaeur.org:taxname:305502, Id för taxonid.org: 304d29;;;;https://dyntaxa.se/taxon/205983
205982;56455;Sorex minutus;Linnaeus, 1766;dvärgnäbbmus;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Eulipotyphla;Soricidae;Sorex;;;GUID: urn:lsid:faunaeur.org:taxname:305503, Id för taxonid.org: 13c8c8;;;;https://dyntaxa.se/taxon/205982
2002139;56456;Talpidae;G. Fischer, 1814;mullvadsdjur;Accepterat;Familj;;;Animalia;Chordata;Mammalia;Eulipotyphla;;;;;GUID: urn:lsid:faunaeur.org:taxname:12621, Id för taxonid.org: 7f8d81;;;;https://dyntaxa.se/taxon/2002139
1001617;56457;Talpa;Linnaeus, 1758;;Accepterat;Släkte;;;Animalia;Chordata;Mammalia;Eulipotyphla;Talpidae;;;;GUID: urn:lsid:faunaeur.org:taxname:305514, Id för taxonid.org: eba834;;;;https://dyntaxa.se/taxon/1001617
205980;56458;Talpa europaea;Linnaeus, 1758;mullvad;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Eulipotyphla;Talpidae;Talpa;;;GUID: urn:lsid:faunaeur.org:taxname:305516, Id för taxonid.org: f4fb6a;;;;https://dyntaxa.se/taxon/205980
3000534;56459;Perissodactyla;Owen, 1848;uddatåiga hovdjur;Accepterat;Ordning;;;Animalia;Chordata;Mammalia;;;;;;GUID: urn:lsid:faunaeur.org:taxname:54091, Id för taxonid.org: 9d7c54;;uddtåiga hovdjur;;https://dyntaxa.se/taxon/3000534
2003068;56460;Equidae;Gray, 1821;hästdjur;Accepterat;Familj;;;Animalia;Chordata;Mammalia;Perissodactyla;;;;;GUID: urn:lsid:faunaeur.org:taxname:54092, Id för taxonid.org: d8a873;;;;https://dyntaxa.se/taxon/2003068
1009404;56461;Equus;Linnaeus, 1758;;Accepterat;Släkte;;;Animalia;Chordata;Mammalia;Perissodactyla;Equidae;;;;GUID: urn:lsid:faunaeur.org:taxname:305547, Id för taxonid.org: b03e23;;;;https://dyntaxa.se/taxon/1009404
233622;56462;Equus asinus;Linnaeus, 1758;åsna;Accepterat;Art;Tillfällig, ej reproducerande;Aktivt införd, men ej bofast, före år 1800;Animalia;Chordata;Mammalia;Perissodactyla;Equidae;Equus;;;Id för taxonid.org: 9c95b7;;;;https://dyntaxa.se/taxon/233622
233623;56463;Equus caballus;Linnaeus, 1758;häst;Accepterat;Art;Tillfällig, ej reproducerande;Aktivt införd, men ej bofast, före år 1800;Animalia;Chordata;Mammalia;Perissodactyla;Equidae;Equus;;;GUID: urn:lsid:faunaeur.org:taxname:305549, Id för taxonid.org: c07803;;;;https://dyntaxa.se/taxon/233623
6001906;56464;Saknas (fladdermöss);;Saknas (fladdermöss);Accepterat;Pseudotaxon;;;Animalia;Chordata;Mammalia;;;;;;;;;;https://dyntaxa.se/taxon/6001906
6010509;56465;Erinaceomorpha;Gregory, 1910;;Ej accepterat;Ordning;;;Animalia;Chordata;Mammalia;;;;;;;;;;https://dyntaxa.se/taxon/6010509
3000298;56466;Insectivora;;insektsätare;Ej accepterat;Kollektivtaxon;;;Animalia;Chordata;Mammalia;;;;;;GUID: urn:lsid:faunaeur.org:taxname:12618;;;;https://dyntaxa.se/taxon/3000298
6010510;56467;Soricomorpha;Gregory, 1910;;Ej accepterat;Ordning;;;Animalia;Chordata;Mammalia;;;;;;;;;;https://dyntaxa.se/taxon/6010510
6053559;56468;Other Mammals;;övriga däggdjur;Accepterat;Pseudotaxon;;;Animalia;Chordata;Mammalia;;;;;;;;;;https://dyntaxa.se/taxon/6053559
6001905;56469;Saknas (däggdjur exkl. fladdermöss);;Saknas (däggdjur exkl. fladdermöss);Accepterat;Pseudotaxon;;;Animalia;Chordata;Mammalia;;;;;;;;;;https://dyntaxa.se/taxon/6001905
